day,phase,pv_m2,structure_kg,launched_m2,cum_area_m2,optical_depth,power_GW_1AU_equiv,mass_drivers_online,energy_kWh,resource_remaining_kg,used_mass_kg_day,transport_MW_used,transport_MWh,band_0_area_m2,band_1_area_m2,band_2_area_m2,band_0_od,band_1_od,band_2_od
13066,2,74019564129.67218,222058692389.0165,400000000.0,165030000000.0,1.2225340788617706e-12,143256.88195470598,81115378,1296398447579.1384,1.5404783000452124e+18,233161627008.46735,300.0,7200.0,55010000000.0,55010000000.0,55010000000.0,1.2225340788617706e-12,9.659528524339918e-13,7.824218104715332e-13
13067,2,74020810308.45125,222062430925.35376,400000000.0,165045000000.0,1.2226451981199838e-12,143265.95803380746,81123711,1296420273487.6482,1.54047806687966e+18,233165552471.62146,300.0,7200.0,55015000000.0,55015000000.0,55015000000.0,1.2226451981199838e-12,9.660406503664072e-13,7.824929267967897e-13
13068,2,74022056412.85092,222066169238.55273,400000000.0,165060000000.0,1.2227563173781971e-12,143275.0335044808,81132044,1296442098093.4568,1.5404778337101824e+18,233169477700.48038,300.0,7200.0,55020000000.0,55020000000.0,55020000000.0,1.2227563173781971e-12,9.661284482988227e-13,7.825640431220461e-13
13069,2,74023302442.88127,222069907328.6438,400000000.0,165075000000.0,1.2228674366364103e-12,143284.10836675265,81140378,1296463921396.7412,1.5404776005367798e+18,233173402695.076,300.0,7200.0,55025000000.0,55025000000.0,55025000000.0,1.2228674366364103e-12,9.66216246231238e-13,7.826351594473026e-13
13070,2,74024548398.55244,222073645195.65735,400000000.0,165090000000.0,1.2229785558946234e-12,143293.1826206497,81148711,1296485743397.6792,1.5404773673594522e+18,233177327455.44022,300.0,7200.0,55030000000.0,55030000000.0,55030000000.0,1.2229785558946234e-12,9.663040441636535e-13,7.82706275772559e-13
13071,2,74025794279.87457,222077382839.62372,400000000.0,165105000000.0,1.2230896751528368e-12,143302.25626619844,81157044,1296507564096.4478,1.5404771341782003e+18,233181251981.60492,300.0,7200.0,55035000000.0,55035000000.0,55035000000.0,1.2230896751528368e-12,9.663918420960689e-13,7.827773920978155e-13
13072,2,74027040086.85777,222081120260.5733,400000000.0,165120000000.0,1.22320079441105e-12,143311.3293034256,81165378,1296529383493.2249,1.540476900993024e+18,233185176273.60196,300.0,7200.0,55040000000.0,55040000000.0,55040000000.0,1.22320079441105e-12,9.664796400284843e-13,7.828485084230719e-13
13073,2,74028285819.51216,222084857458.5365,400000000.0,165135000000.0,1.223311913669263e-12,143320.4017323578,81173711,1296551201588.1873,1.5404766678039237e+18,233189100331.46332,300.0,7200.0,55045000000.0,55045000000.0,55045000000.0,1.223311913669263e-12,9.665674379608997e-13,7.829196247483284e-13
13074,2,74029531477.84789,222088594433.54364,400000000.0,165150000000.0,1.2234230329274764e-12,143329.47355302153,81182044,1296573018381.5125,1.5404764346108995e+18,233193024155.22083,300.0,7200.0,55050000000.0,55050000000.0,55050000000.0,1.2234230329274764e-12,9.666552358933149e-13,7.829907410735848e-13
13075,2,74030777061.87503,222092331185.62512,400000000.0,165165000000.0,1.2235341521856896e-12,143338.5447654436,81190378,1296594833873.3774,1.5404762014139517e+18,233196947744.90637,300.0,7200.0,55055000000.0,55055000000.0,55055000000.0,1.2235341521856896e-12,9.667430338257303e-13,7.830618573988413e-13
13076,2,74032022571.60371,222096067714.81113,400000000.0,165180000000.0,1.2236452714439027e-12,143347.61536965048,81198711,1296616648063.959,1.5404759682130806e+18,233200871100.5517,300.0,7200.0,55060000000.0,55060000000.0,55060000000.0,1.2236452714439027e-12,9.668308317581457e-13,7.831329737240978e-13
13077,2,74033268007.04407,222099804021.1322,400000000.0,165195000000.0,1.2237563907021159e-12,143356.68536566882,81207044,1296638460953.4355,1.5404757350082865e+18,233204794222.1888,300.0,7200.0,55065000000.0,55065000000.0,55065000000.0,1.2237563907021159e-12,9.66918629690561e-13,7.832040900493543e-13
13078,2,74034513368.2062,222103540104.6186,400000000.0,165210000000.0,1.2238675099603292e-12,143365.7547535253,81215378,1296660272541.983,1.5404755017995694e+18,233208717109.84952,300.0,7200.0,55070000000.0,55070000000.0,55070000000.0,1.2238675099603292e-12,9.670064276229765e-13,7.832752063746107e-13
13079,2,74035758655.10019,222107275965.30057,400000000.0,165225000000.0,1.2239786292185424e-12,143374.82353324647,81223711,1296682082829.778,1.5404752685869294e+18,233212639763.56558,300.0,7200.0,55075000000.0,55075000000.0,55075000000.0,1.2239786292185424e-12,9.670942255553919e-13,7.833463226998672e-13
13080,2,74037003867.73619,222111011603.2086,400000000.0,165240000000.0,1.2240897484767555e-12,143383.891704859,81232044,1296703891816.9995,1.5404750353703672e+18,233216562183.36902,300.0,7200.0,55080000000.0,55080000000.0,55080000000.0,1.2240897484767555e-12,9.671820234878073e-13,7.834174390251236e-13
13081,2,74038249006.12425,222114747018.37274,400000000.0,165255000000.0,1.2242008677349689e-12,143392.95926838944,81240378,1296725699503.8225,1.540474802149883e+18,233220484369.29138,300.0,7200.0,55085000000.0,55085000000.0,55085000000.0,1.2242008677349689e-12,9.672698214202227e-13,7.834885553503801e-13
13082,2,74039494070.27454,222118482210.8236,400000000.0,165270000000.0,1.224311986993182e-12,143402.0262238644,81248711,1296747505890.4248,1.5404745689254766e+18,233224406321.36478,300.0,7200.0,55090000000.0,55090000000.0,55090000000.0,1.224311986993182e-12,9.67357619352638e-13,7.835596716756365e-13
13083,2,74040739060.19711,222122217180.5913,400000000.0,165285000000.0,1.2244231062513952e-12,143411.09257131055,81257044,1296769310976.9834,1.5404743356971487e+18,233228328039.62088,300.0,7200.0,55095000000.0,55095000000.0,55095000000.0,1.2244231062513952e-12,9.674454172850533e-13,7.836307880008929e-13
13084,2,74041983975.90205,222125951927.70618,400000000.0,165300000000.0,1.2245342255096085e-12,143420.15831075443,81265378,1296791114763.6748,1.540474102464899e+18,233232249524.0915,300.0,7200.0,55100000000.0,55100000000.0,55100000000.0,1.2245342255096085e-12,9.675332152174687e-13,7.837019043261494e-13
13085,2,74043228817.3995,222129686452.19852,400000000.0,165315000000.0,1.2246453447678217e-12,143429.22344222272,81273711,1296812917250.6758,1.5404738692287283e+18,233236170774.80844,300.0,7200.0,55105000000.0,55105000000.0,55105000000.0,1.2246453447678217e-12,9.676210131498841e-13,7.837730206514058e-13
13086,2,74044473584.69954,222133420754.0986,400000000.0,165330000000.0,1.2247564640260348e-12,143438.287965742,81282044,1296834718438.1636,1.5404736359886364e+18,233240091791.80353,300.0,7200.0,55110000000.0,55110000000.0,55110000000.0,1.2247564640260348e-12,9.677088110822995e-13,7.838441369766623e-13
13087,2,74045718277.81223,222137154833.43665,400000000.0,165345000000.0,1.2248675832842482e-12,143447.35188133887,81290378,1296856518326.3145,1.5404734027446239e+18,233244012575.1085,300.0,7200.0,55115000000.0,55115000000.0,55115000000.0,1.2248675832842482e-12,9.67796609014715e-13,7.839152533019187e-13
13088,2,74046962896.7477,222140888690.24304,400000000.0,165360000000.0,1.2249787025424613e-12,143456.4151890399,81298711,1296878316915.3057,1.540473169496691e+18,233247933124.7552,300.0,7200.0,55120000000.0,55120000000.0,55120000000.0,1.2249787025424613e-12,9.678844069471303e-13,7.839863696271753e-13
13089,2,74048207441.51599,222144622324.54797,400000000.0,165375000000.0,1.2250898218006745e-12,143465.47788887174,81307044,1296900114205.3132,1.5404729362448374e+18,233251853440.77536,300.0,7200.0,55125000000.0,55125000000.0,55125000000.0,1.2250898218006745e-12,9.679722048795457e-13,7.840574859524317e-13
13090,2,74049451912.12723,222148355736.38168,400000000.0,165390000000.0,1.2252009410588876e-12,143474.539980861,81315378,1296921910196.5142,1.540472702989064e+18,233255773523.20078,300.0,7200.0,55130000000.0,55130000000.0,55130000000.0,1.2252009410588876e-12,9.68060002811961e-13,7.841286022776882e-13
13091,2,74050696308.59149,222152088925.77448,400000000.0,165405000000.0,1.225312060317101e-12,143483.60146503424,81323711,1296943704889.085,1.5404724697293704e+18,233259693372.0632,300.0,7200.0,55135000000.0,55135000000.0,55135000000.0,1.225312060317101e-12,9.681478007443763e-13,7.841997186029446e-13
13092,2,74051940630.91885,222155821892.75656,400000000.0,165420000000.0,1.2254231795753141e-12,143492.66234141815,81332044,1296965498283.2026,1.5404722364657574e+18,233263612987.39438,300.0,7200.0,55140000000.0,55140000000.0,55140000000.0,1.2254231795753141e-12,9.682355986767917e-13,7.842708349282011e-13
13093,2,74053184879.11937,222159554637.35812,400000000.0,165435000000.0,1.2255342988335273e-12,143501.72261003917,81340378,1296987290379.0425,1.5404720031982252e+18,233267532369.226,300.0,7200.0,55145000000.0,55145000000.0,55145000000.0,1.2255342988335273e-12,9.683233966092071e-13,7.843419512534575e-13
13094,2,74054429053.20314,222163287159.60944,400000000.0,165450000000.0,1.2256454180917406e-12,143510.78227092407,81348711,1297009081176.7825,1.5404717699267735e+18,233271451517.5899,300.0,7200.0,55150000000.0,55150000000.0,55150000000.0,1.2256454180917406e-12,9.684111945416225e-13,7.84413067578714e-13
13095,2,74055673153.18025,222167019459.54077,400000000.0,165465000000.0,1.2257565373499538e-12,143519.8413240994,81357044,1297030870676.598,1.5404715366514033e+18,233275370432.51782,300.0,7200.0,55155000000.0,55155000000.0,55155000000.0,1.2257565373499538e-12,9.68498992474038e-13,7.844841839039704e-13
13096,2,74056917179.06078,222170751537.18234,400000000.0,165480000000.0,1.225867656608167e-12,143528.8997695917,81365378,1297052658878.666,1.5404713033721142e+18,233279289114.04144,300.0,7200.0,55160000000.0,55160000000.0,55160000000.0,1.225867656608167e-12,9.685867904064533e-13,7.845553002292269e-13
13097,2,74058161130.85475,222174483392.56427,400000000.0,165495000000.0,1.2259787758663803e-12,143537.95760742755,81373711,1297074445783.1628,1.5404710700889065e+18,233283207562.19247,300.0,7200.0,55165000000.0,55165000000.0,55165000000.0,1.2259787758663803e-12,9.686745883388688e-13,7.846264165544833e-13
13098,2,74059405008.57227,222178215025.7168,400000000.0,165510000000.0,1.2260898951245935e-12,143547.01483763364,81382044,1297096231390.2644,1.5404708368017807e+18,233287125777.00262,300.0,7200.0,55170000000.0,55170000000.0,55170000000.0,1.2260898951245935e-12,9.68762386271284e-13,7.846975328797398e-13
13099,2,74060648812.22339,222181946436.67017,400000000.0,165525000000.0,1.2262010143828066e-12,143556.07146023656,81390378,1297118015700.1472,1.540470603510737e+18,233291043758.50366,300.0,7200.0,55175000000.0,55175000000.0,55175000000.0,1.2262010143828066e-12,9.688501842036994e-13,7.847686492049963e-13
13100,2,74061892541.81818,222185677625.45453,400000000.0,165540000000.0,1.22631213364102e-12,143565.1274752628,81398711,1297139798712.9878,1.5404703702157755e+18,233294961506.72726,300.0,7200.0,55180000000.0,55180000000.0,55180000000.0,1.22631213364102e-12,9.689379821361148e-13,7.848397655302528e-13
13101,2,74063136197.3667,222189408592.10004,400000000.0,165555000000.0,1.2264232528992331e-12,143574.18288273906,81407044,1297161580428.9624,1.5404701369168965e+18,233298879021.70505,300.0,7200.0,55185000000.0,55185000000.0,55185000000.0,1.2264232528992331e-12,9.690257800685302e-13,7.849108818555092e-13
13102,2,74064379778.87898,222193139336.63696,400000000.0,165570000000.0,1.2265343721574463e-12,143583.23768269183,81415378,1297183360848.2466,1.5404699036141002e+18,233302796303.4688,300.0,7200.0,55190000000.0,55190000000.0,55190000000.0,1.2265343721574463e-12,9.691135780009456e-13,7.849819981807657e-13
13103,2,74065623286.36513,222196869859.09537,400000000.0,165585000000.0,1.2266454914156594e-12,143592.29187514787,81423711,1297205139971.0166,1.540469670307387e+18,233306713352.05014,300.0,7200.0,55195000000.0,55195000000.0,55195000000.0,1.2266454914156594e-12,9.69201375933361e-13,7.850531145060221e-13
13104,2,74066866719.83516,222200600159.5055,400000000.0,165600000000.0,1.2267566106738728e-12,143601.3454601336,81432044,1297226917797.4495,1.5404694369967567e+18,233310630167.48077,300.0,7200.0,55200000000.0,55200000000.0,55200000000.0,1.2267566106738728e-12,9.692891738657764e-13,7.851242308312785e-13
13105,2,74068110079.29916,222204330237.89752,400000000.0,165615000000.0,1.226867729932086e-12,143610.39843767567,81440378,1297248694327.7202,1.5404692036822098e+18,233314546749.7924,300.0,7200.0,55205000000.0,55205000000.0,55205000000.0,1.226867729932086e-12,9.693769717981918e-13,7.85195347156535e-13
13106,2,74069353364.76717,222208060094.30154,400000000.0,165630000000.0,1.226978849190299e-12,143619.45080780063,81448711,1297270469562.0056,1.5404689703637468e+18,233318463099.01663,300.0,7200.0,55210000000.0,55210000000.0,55210000000.0,1.226978849190299e-12,9.69464769730607e-13,7.852664634817914e-13
13107,2,74070596576.24922,222211789728.74768,400000000.0,165645000000.0,1.2270899684485124e-12,143628.50257053514,81457044,1297292243500.481,1.5404687370413676e+18,233322379215.18506,300.0,7200.0,55215000000.0,55215000000.0,55215000000.0,1.2270899684485124e-12,9.695525676630224e-13,7.853375798070479e-13
13108,2,74071839713.75539,222215519141.26614,400000000.0,165660000000.0,1.2272010877067256e-12,143637.55372590575,81465378,1297314016143.3232,1.5404685037150725e+18,233326295098.32944,300.0,7200.0,55220000000.0,55220000000.0,55220000000.0,1.2272010877067256e-12,9.696403655954378e-13,7.854086961323043e-13
13109,2,74073082777.29567,222219248331.887,400000000.0,165675000000.0,1.2273122069649387e-12,143646.60427393898,81473711,1297335787490.707,1.5404682703848617e+18,233330210748.48135,300.0,7200.0,55225000000.0,55225000000.0,55225000000.0,1.2273122069649387e-12,9.697281635278532e-13,7.854798124575608e-13
13110,2,74074325766.88017,222222977300.64047,400000000.0,165690000000.0,1.227423326223152e-12,143655.65421466157,81482044,1297357557542.809,1.5404680370507356e+18,233334126165.6725,300.0,7200.0,55230000000.0,55230000000.0,55230000000.0,1.227423326223152e-12,9.698159614602686e-13,7.855509287828173e-13
13111,2,74075568682.51888,222226706047.5566,400000000.0,165705000000.0,1.2275344454813652e-12,143664.70354809996,81490378,1297379326299.8054,1.5404678037126943e+18,233338041349.93445,300.0,7200.0,55235000000.0,55235000000.0,55235000000.0,1.2275344454813652e-12,9.69903759392684e-13,7.856220451080738e-13
13112,2,74076811524.22183,222230434572.66553,400000000.0,165720000000.0,1.2276455647395784e-12,143673.75227428076,81498711,1297401093761.871,1.540467570370738e+18,233341956301.2988,300.0,7200.0,55240000000.0,55240000000.0,55240000000.0,1.2276455647395784e-12,9.699915573250994e-13,7.856931614333302e-13
13113,2,74078054291.99913,222234162875.99738,400000000.0,165735000000.0,1.2277566839977917e-12,143682.80039323063,81507044,1297422859929.1826,1.5404673370248668e+18,233345871019.79724,300.0,7200.0,55245000000.0,55245000000.0,55245000000.0,1.2277566839977917e-12,9.700793552575148e-13,7.857642777585867e-13
13114,2,74079296985.86073,222237890957.58218,400000000.0,165750000000.0,1.2278678032560049e-12,143691.84790497605,81515378,1297444624801.915,1.5404671036750815e+18,233349785505.4613,300.0,7200.0,55250000000.0,55250000000.0,55250000000.0,1.2278678032560049e-12,9.7016715318993e-13,7.858353940838431e-13
13115,2,74080539605.81671,222241618817.45013,400000000.0,165765000000.0,1.227978922514218e-12,143700.89480954362,81523711,1297466388380.245,1.5404668703213816e+18,233353699758.32263,300.0,7200.0,55255000000.0,55255000000.0,55255000000.0,1.227978922514218e-12,9.702549511223454e-13,7.859065104090996e-13
13116,2,74081782151.87708,222245346455.63126,400000000.0,165780000000.0,1.2280900417724314e-12,143709.94110695994,81532044,1297488150664.3472,1.5404666369637678e+18,233357613778.4128,300.0,7200.0,55260000000.0,55260000000.0,55260000000.0,1.2280900417724314e-12,9.703427490547608e-13,7.85977626734356e-13
13117,2,74083024624.05186,222249073872.1556,400000000.0,165795000000.0,1.2282011610306445e-12,143718.98679725162,81540378,1297509911654.3972,1.5404664036022403e+18,233361527565.7634,300.0,7200.0,55265000000.0,55265000000.0,55265000000.0,1.2282011610306445e-12,9.704305469871762e-13,7.860487430596125e-13
13118,2,74084267022.3511,222252801067.0533,400000000.0,165810000000.0,1.2283122802888577e-12,143728.0318804452,81548711,1297531671350.5715,1.5404661702367992e+18,233365441120.40598,300.0,7200.0,55270000000.0,55270000000.0,55270000000.0,1.2283122802888577e-12,9.705183449195916e-13,7.861198593848689e-13
13119,2,74085509346.78482,222256528040.3545,400000000.0,165825000000.0,1.2284233995470708e-12,143737.07635656718,81557044,1297553429753.0454,1.5404659368674447e+18,233369354442.37222,300.0,7200.0,55275000000.0,55275000000.0,55275000000.0,1.2284233995470708e-12,9.70606142852007e-13,7.861909757101254e-13
13120,2,74086751597.36304,222260254792.0891,400000000.0,165840000000.0,1.2285345188052842e-12,143746.12022564426,81565378,1297575186861.994,1.5404657034941773e+18,233373267531.69357,300.0,7200.0,55280000000.0,55280000000.0,55280000000.0,1.2285345188052842e-12,9.706939407844224e-13,7.862620920353818e-13
13121,2,74087993774.09575,222263981322.28726,400000000.0,165855000000.0,1.2286456380634973e-12,143755.163487703,81573711,1297596942677.5925,1.5404654701169969e+18,233377180388.4016,300.0,7200.0,55285000000.0,55285000000.0,55285000000.0,1.2286456380634973e-12,9.707817387168378e-13,7.863332083606383e-13
13122,2,74089235876.993,222267707630.97897,400000000.0,165870000000.0,1.2287567573217105e-12,143764.20614276986,81582044,1297618697200.0173,1.5404652367359037e+18,233381093012.52792,300.0,7200.0,55290000000.0,55290000000.0,55290000000.0,1.2287567573217105e-12,9.70869536649253e-13,7.864043246858948e-13
13123,2,74090477906.06479,222271433718.19437,400000000.0,165885000000.0,1.2288678765799238e-12,143773.2481908715,81590378,1297640450429.443,1.5404650033508984e+18,233385005404.1041,300.0,7200.0,55295000000.0,55295000000.0,55295000000.0,1.2288678765799238e-12,9.709573345816684e-13,7.864754410111513e-13
13124,2,74091719861.32115,222275159583.9634,400000000.0,165900000000.0,1.228978995838137e-12,143782.2896320345,81598711,1297662202366.046,1.5404647699619807e+18,233388917563.1616,300.0,7200.0,55300000000.0,55300000000.0,55300000000.0,1.228978995838137e-12,9.710451325140838e-13,7.865465573364077e-13
13125,2,74092961742.77205,222278885228.3162,400000000.0,165915000000.0,1.2290901150963501e-12,143791.33046628535,81607044,1297683953010.0002,1.5404645365691512e+18,233392829489.732,300.0,7200.0,55305000000.0,55305000000.0,55305000000.0,1.2290901150963501e-12,9.711329304464992e-13,7.866176736616641e-13
13126,2,74094203550.42754,222282610651.28262,400000000.0,165930000000.0,1.2292012343545635e-12,143800.37069365068,81615378,1297705702361.482,1.54046430317241e+18,233396741183.84674,300.0,7200.0,55310000000.0,55310000000.0,55310000000.0,1.2292012343545635e-12,9.712207283789147e-13,7.866887899869206e-13
13127,2,74095445284.29762,222286335852.89282,400000000.0,165945000000.0,1.2293123536127766e-12,143809.41031415705,81623711,1297727450420.6658,1.5404640697717576e+18,233400652645.53748,300.0,7200.0,55315000000.0,55315000000.0,55315000000.0,1.2293123536127766e-12,9.7130852631133e-13,7.86759906312177e-13
13128,2,74096686944.39224,222290060833.17676,400000000.0,165960000000.0,1.2294234728709898e-12,143818.44932783104,81632044,1297749197187.727,1.5404638363671936e+18,233404563874.8356,300.0,7200.0,55320000000.0,55320000000.0,55320000000.0,1.2294234728709898e-12,9.713963242437455e-13,7.868310226374335e-13
13129,2,74097928530.7215,222293785592.16452,400000000.0,165975000000.0,1.2295345921292031e-12,143827.48773469913,81640378,1297770942662.8418,1.5404636029587187e+18,233408474871.77274,300.0,7200.0,55325000000.0,55325000000.0,55325000000.0,1.2295345921292031e-12,9.714841221761609e-13,7.869021389626899e-13
13130,2,74099170043.29532,222297510129.88596,400000000.0,165990000000.0,1.2296457113874163e-12,143836.525534788,81648711,1297792686846.1838,1.5404633695463332e+18,233412385636.38025,300.0,7200.0,55330000000.0,55330000000.0,55330000000.0,1.2296457113874163e-12,9.71571920108576e-13,7.869732552879464e-13
13131,2,74100411482.12375,222301234446.37125,400000000.0,166005000000.0,1.2297568306456294e-12,143845.56272812412,81657044,1297814429737.9297,1.540463136130037e+18,233416296168.68982,300.0,7200.0,55335000000.0,55335000000.0,55335000000.0,1.2297568306456294e-12,9.716597180409915e-13,7.870443716132028e-13
13132,2,74101652847.21672,222304958541.6502,400000000.0,166020000000.0,1.2298679499038426e-12,143854.59931473417,81665378,1297836171338.253,1.5404629027098304e+18,233420206468.73273,300.0,7200.0,55340000000.0,55340000000.0,55340000000.0,1.2298679499038426e-12,9.717475159734069e-13,7.871154879384593e-13
13133,2,74102894138.5843,222308682415.7529,400000000.0,166035000000.0,1.229979069162056e-12,143863.6352946445,81673711,1297857911647.3298,1.540462669285714e+18,233424116536.54056,300.0,7200.0,55345000000.0,55345000000.0,55345000000.0,1.229979069162056e-12,9.718353139058223e-13,7.871866042637158e-13
13134,2,74104135356.23642,222312406068.70926,400000000.0,166050000000.0,1.230090188420269e-12,143872.6706678819,81682044,1297879650665.3347,1.5404624358576876e+18,233428026372.1447,300.0,7200.0,55350000000.0,55350000000.0,55350000000.0,1.230090188420269e-12,9.719231118382377e-13,7.872577205889723e-13
13135,2,74105376500.1831,222316129500.54935,400000000.0,166065000000.0,1.2302013076784822e-12,143881.7054344728,81690378,1297901388392.4426,1.5404622024257516e+18,233431935975.5768,300.0,7200.0,55355000000.0,55355000000.0,55355000000.0,1.2302013076784822e-12,9.72010909770653e-13,7.873288369142287e-13
13136,2,74106617570.43433,222319852711.303,400000000.0,166080000000.0,1.2303124269366956e-12,143890.73959444376,81698711,1297923124828.8289,1.5404619689899062e+18,233435845346.86816,300.0,7200.0,55360000000.0,55360000000.0,55360000000.0,1.2303124269366956e-12,9.720987077030685e-13,7.873999532394852e-13
13137,2,74107858567.0001,222323575701.0003,400000000.0,166095000000.0,1.2304235461949088e-12,143899.7731478214,81707044,1297944859974.6677,1.5404617355501517e+18,233439754486.05032,300.0,7200.0,55365000000.0,55365000000.0,55365000000.0,1.2304235461949088e-12,9.721865056354839e-13,7.874710695647416e-13
13138,2,74109099489.89037,222327298469.67108,400000000.0,166110000000.0,1.230534665453122e-12,143908.80609463222,81715378,1297966593830.1343,1.5404615021064883e+18,233443663393.15463,300.0,7200.0,55370000000.0,55370000000.0,55370000000.0,1.230534665453122e-12,9.72274303567899e-13,7.875421858899981e-13
13139,2,74110340339.11513,222331021017.34537,400000000.0,166125000000.0,1.2306457847113353e-12,143917.83843490283,81723711,1297988326395.404,1.5404612686589164e+18,233447572068.21265,300.0,7200.0,55375000000.0,55375000000.0,55375000000.0,1.2306457847113353e-12,9.723621015003145e-13,7.876133022152545e-13
13140,2,74111581114.68433,222334743344.053,400000000.0,166140000000.0,1.2307569039695484e-12,143926.8701686597,81732044,1298010057670.6504,1.5404610352074358e+18,233451480511.25565,300.0,7200.0,55380000000.0,55380000000.0,55380000000.0,1.2307569039695484e-12,9.7244989943273e-13,7.87684418540511e-13
13141,2,74112821816.60802,222338465449.82407,400000000.0,166155000000.0,1.2308680232277616e-12,143935.90129592942,81740378,1298031787656.049,1.540460801752047e+18,233455388722.31528,300.0,7200.0,55385000000.0,55385000000.0,55385000000.0,1.2308680232277616e-12,9.725376973651453e-13,7.877555348657674e-13
13142,2,74114062444.8961,222342187334.68832,400000000.0,166170000000.0,1.230979142485975e-12,143944.9318167386,81748711,1298053516351.7747,1.5404605682927503e+18,233459296701.42273,300.0,7200.0,55390000000.0,55390000000.0,55390000000.0,1.230979142485975e-12,9.726254952975607e-13,7.878266511910239e-13
13143,2,74115302999.5586,222345908998.67578,400000000.0,166185000000.0,1.231090261744188e-12,143953.9617311137,81757044,1298075243758.0017,1.540460334829546e+18,233463204448.60956,300.0,7200.0,55395000000.0,55395000000.0,55395000000.0,1.231090261744188e-12,9.727132932299761e-13,7.878977675162803e-13
13144,2,74116543480.60545,222349630441.81635,400000000.0,166200000000.0,1.2312013810024012e-12,143962.9910390813,81765378,1298096969874.9048,1.540460101362434e+18,233467111963.90717,300.0,7200.0,55400000000.0,55400000000.0,55400000000.0,1.2312013810024012e-12,9.728010911623915e-13,7.879688838415369e-13
13145,2,74117783888.04662,222353351664.13986,400000000.0,166215000000.0,1.2313125002606144e-12,143972.01974066798,81773711,1298118694702.6582,1.5404598678914148e+18,233471019247.34686,300.0,7200.0,55405000000.0,55405000000.0,55405000000.0,1.2313125002606144e-12,9.72888889094807e-13,7.880400001667933e-13
13146,2,74119024221.8921,222357072665.6763,400000000.0,166230000000.0,1.2314236195188277e-12,143981.04783590027,81782044,1298140418241.4368,1.5404596344164884e+18,233474926298.9601,300.0,7200.0,55410000000.0,55410000000.0,55410000000.0,1.2314236195188277e-12,9.729766870272221e-13,7.881111164920497e-13
13147,2,74120264482.15184,222360793446.45554,400000000.0,166245000000.0,1.2315347387770409e-12,143990.0753248047,81790378,1298162140491.4153,1.5404594009376553e+18,233478833118.77832,300.0,7200.0,55415000000.0,55415000000.0,55415000000.0,1.2315347387770409e-12,9.730644849596375e-13,7.881822328173062e-13
13148,2,74121504668.83582,222364514006.50745,400000000.0,166260000000.0,1.231645858035254e-12,143999.10220740785,81798711,1298183861452.768,1.5404591674549156e+18,233482739706.83282,300.0,7200.0,55420000000.0,55420000000.0,55420000000.0,1.231645858035254e-12,9.73152282892053e-13,7.882533491425626e-13
13149,2,74122744781.95395,222368234345.86182,400000000.0,166275000000.0,1.2317569772934674e-12,144008.1284837362,81807044,1298205581125.6692,1.5404589339682696e+18,233486646063.1549,300.0,7200.0,55425000000.0,55425000000.0,55425000000.0,1.2317569772934674e-12,9.732400808244683e-13,7.883244654678191e-13
13150,2,74123984821.51624,222371954464.5487,400000000.0,166290000000.0,1.2318680965516805e-12,144017.15415381637,81815378,1298227299510.2932,1.5404587004777172e+18,233490552187.77615,300.0,7200.0,55430000000.0,55430000000.0,55430000000.0,1.2318680965516805e-12,9.733278787568837e-13,7.883955817930755e-13
13151,2,74125224787.53262,222375674362.59787,400000000.0,166305000000.0,1.2319792158098937e-12,144026.17921767483,81823711,1298249016606.815,1.5404584669832591e+18,233494458080.72775,300.0,7200.0,55435000000.0,55435000000.0,55435000000.0,1.2319792158098937e-12,9.734156766892991e-13,7.88466698118332e-13
13152,2,74126464680.01306,222379394040.03918,400000000.0,166320000000.0,1.232090335068107e-12,144035.20367533818,81832044,1298270732415.4082,1.5404582334848955e+18,233498363742.04114,300.0,7200.0,55440000000.0,55440000000.0,55440000000.0,1.232090335068107e-12,9.735034746217145e-13,7.885378144435884e-13
13153,2,74127704498.9675,222383113496.9025,400000000.0,166335000000.0,1.2322014543263202e-12,144044.22752683292,81840378,1298292446936.2476,1.5404579999826263e+18,233502269171.74762,300.0,7200.0,55445000000.0,55445000000.0,55445000000.0,1.2322014543263202e-12,9.7359127255413e-13,7.886089307688449e-13
13154,2,74128944244.40588,222386832733.21765,400000000.0,166350000000.0,1.2323125735845333e-12,144053.25077218562,81848711,1298314160169.5073,1.5404577664764518e+18,233506174369.87854,300.0,7200.0,55450000000.0,55450000000.0,55450000000.0,1.2323125735845333e-12,9.736790704865451e-13,7.886800470941013e-13
13155,2,74130183916.33817,222390551749.0145,400000000.0,166365000000.0,1.2324236928427467e-12,144062.27341142282,81857044,1298335872115.3613,1.5404575329663726e+18,233510079336.4652,300.0,7200.0,55455000000.0,55455000000.0,55455000000.0,1.2324236928427467e-12,9.737668684189606e-13,7.887511634193578e-13
13156,2,74131423514.77429,222394270544.32285,400000000.0,166380000000.0,1.2325348121009598e-12,144071.29544457106,81865378,1298357582773.984,1.5404572994523886e+18,233513984071.539,300.0,7200.0,55460000000.0,55460000000.0,55460000000.0,1.2325348121009598e-12,9.73854666351376e-13,7.888222797446143e-13
13157,2,74132663039.72421,222397989119.1726,400000000.0,166395000000.0,1.232645931359173e-12,144080.31687165686,81873711,1298379292145.5493,1.5404570659344998e+18,233517888575.13123,300.0,7200.0,55465000000.0,55465000000.0,55465000000.0,1.232645931359173e-12,9.739424642837914e-13,7.888933960698708e-13
